Tue Nov 28 10:58:08 2023,bitmex,USDT,ETH,BTC,2020.25,0.17,0.0543707,0.19,37063.0,0.1035,99.74712308377676
Tue Nov 28 10:58:10 2023,bequant,USDT,XYM,BTC,0.040472,1829.6,6.77e-07,400.0,37098.0,0.01021,62.056102984779606
Tue Nov 28 10:58:12 2023,bitrue,USDT,TRX,BTC,0.102026,36273.3,2.7219e-06,12240.0,37098.65,51.4226,98.97361009448572
Tue Nov 28 10:58:21 2023,bitcoincom,USDT,BNT,BTC,0.735045,4399.3,1.97e-05,486.8,37098.01,0.02,99.42667414920176
Tue Nov 28 10:58:28 2023,bitmex,USDT,ETH,BTC,2020.25,0.17,0.0543707,0.19,37064.0,0.1039,99.74981436950871
Tue Nov 28 10:58:29 2023,bitrue,USDT,GAS,BTC,8.059,21.8,0.0002168,12.48,37099.99,66.3558,99.80491167638667
Tue Nov 28 10:58:30 2023,bequant,USDT,XYM,BTC,0.040474,1829.6,6.77e-07,400.0,37098.01,0.02,62.05305324405792
Tue Nov 28 10:58:34 2023,ascendex,USDT,BNB,BTC,228.8,5.2,0.0061347,0.57,37088.92,0.214,99.44466674999998
Tue Nov 28 10:58:39 2023,bitcoincom,USDT,WAVES,BTC,2.06111,3.91,5.551e-05,3.98,37094.7,0.01,99.90377985648507
Tue Nov 28 10:58:39 2023,bequant,USDT,ENJ,BTC,0.29403,7.2,7.066e-06,20.8,37094.7,0.01,89.14435608611365
Tue Nov 28 10:58:42 2023,bitfinex,USDT,XAUT,BTC,2016.5,4.96036147,0.054337,12.31154173,37094.0,0.539167,99.95421165385571
Tue Nov 28 10:58:48 2023,bitrue,USDT,CSC,BTC,9.1e-05,3846211.0,2.4e-09,255691.0,37097.21,2.9403,97.8387956043956
Tue Nov 28 10:58:49 2023,bitcoincom,USDT,WAVES,BTC,2.06111,3.91,5.55e-05,3.98,37094.7,0.01,99.88578241821153
Tue Nov 28 10:58:51 2023,bitmex,USDT,ETH,BTC,2020.65,0.17,0.0543707,0.19,37064.0,0.0906,99.73006828495781
Tue Nov 28 10:58:52 2023,bequant,USDT,ENJ,BTC,0.29402,192.4,7.066e-06,20.8,37094.7,0.01,89.14738800081626
Tue Nov 28 10:59:02 2023,bitcoincom,USDT,SPELL,BTC,0.000581,682247.0,1.56e-08,672918.0,37094.7,0.01,99.60022719449225
Tue Nov 28 10:59:12 2023,bequant,USDT,ATOM,BTC,8.98045,0.91,0.00024198,0.9,37098.54,0.00021,99.96274918517447
Tue Nov 28 10:59:14 2023,bitrue,USDT,IOTA,BTC,0.1697,424.75,4.54e-06,629.0,37097.21,2.9403,99.2465134944019
Tue Nov 28 10:59:34 2023,bitfinex,USDT,ADA,BTC,0.37421,600.0,1.007e-05,68127.39712277,37086.0,0.1,99.79851420325485
Tue Nov 28 10:59:35 2023,bitmex,USDT,ETH,BTC,2020.65,0.17,0.0543707,0.19,37058.0,0.0001,99.71392376710465
Tue Nov 28 10:59:38 2023,bequant,USDT,ATOM,BTC,8.98645,0.91,0.00024187,0.9,37090.84,0.00021,99.82987131514669
Tue Nov 28 10:59:45 2023,bitcoincom,USDT,AKRO,BTC,0.0135518,1077.0,1.1648e-07,3494.0,37086.68,0.00798,31.87662514499919
Tue Nov 28 10:59:49 2023,bitrue,USDT,ZIL,BTC,0.0207,317.0,5.5e-07,41382.0,37083.15,7.5976,98.53010869565219
Tue Nov 28 10:59:50 2023,bequant,USDT,HBAR,BTC,0.060007,132.0,1.616e-06,95664.0,37086.68,0.00798,99.87513936707387
Tue Nov 28 10:59:56 2023,bitmex,USDT,ETH,BTC,2019.9,0.17,0.0543707,0.19,37048.0,0.0001,99.72403057577107
Tue Nov 28 11:00:00 2023,bitcoincom,USDT,AKRO,BTC,0.0135518,1077.0,1.1648e-07,3494.0,37086.68,0.00798,31.87662514499919
Tue Nov 28 11:00:00 2023,bequant,USDT,HBAR,BTC,0.060007,132.0,1.617e-06,5716.0,37086.68,0.00798,99.93694328994951
Tue Nov 28 11:00:01 2023,binance,USDT,NEO,BTC,10.66,737.45,0.000287,39.26,37083.15,10.56463,99.83924999999999
Tue Nov 28 11:00:11 2023,ascendex,USDT,ZRX,BTC,0.38451,2725.0,1.026e-05,339.0,37069.4,0.214,98.91343372083952
Tue Nov 28 11:00:11 2023,bitrue,USDT,GALA,BTC,0.0255,47080.0,6.6e-07,168476.0,37087.97,23.3593,95.99239294117648
Tue Nov 28 11:00:15 2023,bequant,USDT,ZEC,BTC,28.4235,94.553,0.000766,65.104,37087.34,0.00021,99.94864263725437
Tue Nov 28 11:00:15 2023,bitcoincom,USDT,DAR,BTC,0.11906,70.19,3.198e-06,3325.61,37087.34,0.00021,99.61810290609776
Tue Nov 28 11:00:15 2023,bitfinex,USDT,DOT,BTC,5.1953,40.0,0.00013998,16.99381155,37086.0,0.192,99.9229742267049
Tue Nov 28 11:00:16 2023,bitmex,USDT,ETH,BTC,2019.9,0.17,0.0543707,0.19,37052.0,0.0134,99.7347975840388
Tue Nov 28 11:00:29 2023,bequant,USDT,ZEC,BTC,28.4235,94.553,0.000766,65.104,37087.34,0.00021,99.94864263725437
Tue Nov 28 11:00:31 2023,bitrue,USDT,BCH,BTC,222.72,30.0,0.00595585,1.47,37087.72,0.2407,99.17784534931754
Tue Nov 28 11:00:35 2023,bitmex,USDT,ETH,BTC,2019.9,0.17,0.0543707,0.19,37052.0,0.0134,99.7347975840388
Tue Nov 28 11:00:43 2023,bequant,USDT,GALA,BTC,0.025443,110922.8,6.856e-07,13790.9,37087.34,0.00021,99.93742995715914
Tue Nov 28 11:00:44 2023,ascendex,USDT,ZRX,BTC,0.38391,4182.0,1.0209e-05,301.0,37069.44,0.214,98.57568517621318
Tue Nov 28 11:00:46 2023,bitrue,USDT,POWR,BTC,0.2699,1060.0,7.27e-06,70.0,37087.97,8.2227,99.89979321971101
Tue Nov 28 11:00:47 2023,bitcoincom,USDT,TRX,BTC,0.1019002,77.0,2.7455e-06,22040.0,37087.34,0.00021,99.92452612458071
Tue Nov 28 11:00:54 2023,bequant,USDT,GALA,BTC,0.025472,110610.4,6.864e-07,13769.2,37087.34,0.00021,99.94013103015074
Tue Nov 28 11:00:57 2023,bitfinex,USDT,AVAX,BTC,19.935,46.0910365,0.00053652,17.25867822,37087.0,0.151952,99.8139816403311
Tue Nov 28 11:01:00 2023,bitmex,USDT,ETH,BTC,2019.9,0.17,0.0543707,0.19,37052.0,0.0134,99.7347975840388
Tue Nov 28 11:01:04 2023,binance,USDT,NEO,BTC,10.66,585.24,0.000287,33.35,37087.97,1.74407,99.85222692307693
Tue Nov 28 11:01:08 2023,bitrue,USDT,ZAP,BTC,0.00143,70801.3,3e-08,666666.0,37087.97,8.2227,77.80693006993006
Tue Nov 28 11:01:17 2023,bequant,USDT,ALGO,BTC,0.131524,63.7,3.544e-06,2527.8,37087.34,0.00021,99.93425759557189
Tue Nov 28 11:01:23 2023,bequant,USDT,ALGO,BTC,0.131594,60.5,3.544e-06,2527.8,37087.34,0.00021,99.88109865191421
Tue Nov 28 11:01:25 2023,bitrue,USDT,NEO,BTC,10.77,253.09,0.000287,21.68,37090.04,37.7726,98.83789675023212
Tue Nov 28 11:01:26 2023,bitmex,USDT,ETH,BTC,2019.9,0.17,0.0543707,0.19,37087.0,0.2703,99.8290089063815
Tue Nov 28 11:01:31 2023,ascendex,USDT,ADA,BTC,0.37456,2895.0,1.0012e-05,17.0,37079.33,0.214,99.11315996369073
Tue Nov 28 11:01:33 2023,bequant,USDT,BSV,BTC,45.3523,0.183,0.001222,0.182,37087.34,0.00021,99.93038827137762
Tue Nov 28 11:01:39 2023,bitfinex,USDT,JST,BTC,0.030624,3675.90204,8.2e-07,1420.13719117,37087.0,0.01133095,99.30557732497388
Tue Nov 28 11:01:40 2023,bequant,USDT,BSV,BTC,45.3323,0.183,0.001222,0.182,37087.34,0.00021,99.97447621232543
